Title,URL,Description,Skills Set
We are seeking a detail-oriented Real Estate H^Virtual^H Assistant,https://www.upwork.com/jobs/~022017774741332770541,"**Responsibilities include:**

* Manage social media content, scheduling, and engagement
* Coordinate real estate transactions from contract to close
* Manage and update CRM, including lead follow-up and data accuracy
* Create marketing materials using Canva (flyers, social posts, email graphics)
* Manage MLS listing input, updates, compliance, and status changes
* Organize and maintain Google Drive files and folders
* Handle data processing, entry, and reporting
* Support lead generation, including cold calling and outbound follow-up
* Assist with daily administrative and operational tasks as needed

**Ideal candidate:**

* Real estate or transaction coordination experience preferred
* Familiarity with MLS systems and compliance requirements
* Strong CRM and Google Workspace skills
* Proficient in Canva and social media platforms
* Highly organized, reliable, and detail-oriented
* Confident communicator, including phone outreach",
"Weekend Email Support & Admin VA (Client Support, Inbox Management, Scheduling, Remote, Part-Time)",https://www.upwork.com/jobs/~022017771853334825463,"**Part-Time | ~6 hours/weekends | Fully Remote | CST Timezone | Urgent February Hire**

ABOUT THE COMPANY

We are a mission-driven coaching and education company that supports men going through unwanted separation and divorce. Our work focuses on emotional regulation, structure, education, and community during one of the most emotionally challenging periods of a man’s life. We prioritize calm communication, empathy, consistency, and clear systems—especially when supporting clients in sensitive situations.

WHY WE'RE HIRING

As we grow, email volume and operational tasks have increased to a point where senior team members are spending too much time managing inboxes, answering routine questions, and handling manual coordination. 

- Delayed weekend responses
- Monday inbox overload
- Inconsistent support coverage
- No backup when weekday support is unavailable

ROLE OVERVIEW

We are hiring a **Weekend Email Support VA** to maintain consistent client support coverage and prevent backlog or response delays over weekends. The role also includes light admin and email marketing support, such as scheduling content, updating trackers, and ensuring communications are sent accurately and on time. 

KEY RESPONSIBILITIES

- Manage and respond to **Client Success** and **Prospect** inboxes during weekends (Saturday-Sunday)
- Respond to common questions using SOPs and templates
- Guide prospects by sharing appropriate resources and next steps
- Prioritize, filter, tag, and organize emails
- Escalate high-priority or sensitive issues appropriately
- Maintain a professional, calm, and empathetic written tone
- Schedule and QA newsletters, YouTube notifications, and assigned marketing emails
- Schedule content in the community and other internal platforms as needed
- Update internal trackers
- Provide weekday coverage when the Primary VA is out (with notice)


THIS JOB IS PERFECT FOR SOMEONE WHO

- Prefers a **split schedule** with short, focused work blocks throughout the day, as long as they can reliably meet the scheduled check-in windows.
- Wants a weekend job
- High discipline and consistency
- Strong discernment. Knows when to respond vs escalate
- Adaptable and open to feedback
- Eager to learn and improve systems
- Is a good communicator and has a calm mind.
- Patience, empathy
- Enjoys teamwork.
- Has empathy and emotional intelligence in written communication
- Prefers long-term work relationships
-This role is not a fit if you need continuous hour work blocks, prefer fully scripted responses, or require constant supervision.


HARD REQUIREMENTS

- Must be available for a **split schedule on the weekends** with **two required inbox check-ins** (7–9 am, 11 am–2 pm)
- Availability **Saturday & Sunday during CST-aligned hours**
- Proven experience managing support or executive inboxes
- Strong written English with the ability to adapt to a professional, empathetic brand voice
- Exceptional **attention to detail** and accuracy
- Ability to follow SOPs precisely and consistently
- Strong judgment, discretion, discernment, and empathy
- Good communicator.
- Comfortable using Gmail and basic CRM tools. We use Keap (Training provided)
- Ability to **work independently and problem-solving skills** with minimal supervision.
- Reliable internet connection

NICE TO HAVES

- Experience in coaching, education, or membership-based businesses
- Sales knowledge. You won’t be doing sales, just knowing the basics of a sales and marketing funnel.
- Familiarity with email scheduling tools: Keap, Notion
- Experience supporting emotionally sensitive clients
- Prior VA or customer support role
- If you see this, add the word POTATO at the beginning of your cover letter.

DETAILS

- **Location:** Fully remote, part-time subcontractor role (CST Timezone)
- **Hours:** ~6 hours per week (approximately 2–3 hours per day)
- **Schedule:** **Saturday & Sunday** with structured inbox check-ins
- **Rate:** $7–10 USD per hour
- **Start Date:** Hiring urgently for a February start
- **Application Deadline:** February 7th

HOW TO APPLY

Submit your cover letter, briefly introducing yourself and explaining why you’d be a good fit for the role.
Applications that do not follow instructions and are not available to work in the timezone and split schedule will be immediately discarded.

Shortlisted candidates will complete a brief paid trial task.

If you can’t cover weekends, we have a role for weekdays.",
Complete setup for ghl agency and my sub account,https://www.upwork.com/jobs/~022018512032941682177,Iwe are a husband and wife new startup functional medicine practice. we want to start generating leads and automations. we have a snapshot but are having trouble with a2p and just want to make sure everything is set up without mistakes and set up for future growth.,
experienced n8n automation developer to build a workflow that collects processes free public data,https://www.upwork.com/jobs/~022018511674796673925,"Build an n8n workflow that collects US public data (construction permits, new business registrations) using only free sources. Handle pagination, deduping, normalization, and export to Google Sheets/CSV. No paid APIs. Must document sources and logic.Explain how you would handle pagination in n8n.",
"Airtable, H^n8n^H,make.com expert needed",https://www.upwork.com/jobs/~022018476495357086597,"Looking for someone who understands business as a whole to help me automate few property management related tasks/features using Airtable, make/zapier.com and some voice AI tool(s)",
GHL + Base44 full sync,https://www.upwork.com/jobs/~022018466451088806360,"Hi there, right now my client needs a very big project build for a franchisee and patient portal for his teleheath business.

What I don't have time for is syncing his GHL to Base44/debuggin the web hooks/integrations that are preventing full migration of data (it shows names and email, but not notes, appointments, and tasks from GHL)

I'm looking to have significant progress on this done by Thursday, please let me know if you can help.",
Migrate Zapier programs to N8N,https://www.upwork.com/jobs/~022018462346374122779,"I am looking to move away from Zapier and into N8N hosted on Railway. I have already set up N8N, but some of the integrations and finding 1:1 triggers are complicated, and I need help. The current stack in Zapier we use is:

Airtable 3.7.0
ChatGPT (OpenAI) 2.39.0
ConvertAPI 2.3.3
Discord 2.0.0
Gmail 1.1.12
Google Calendar 1.10.0
Google Docs 1.2.4
Harvest 1.0.14
google sheets
Jira cloud

I have about 14 zaps. Most are quite straight forward, some use javascript and custom webhook GET/POST. Some use branching logic, but not all. I will help to prioritize them.",
Virtual Assistant – Wedding Hair & Makeup Styling Business,https://www.upwork.com/jobs/~022018527402394070529,"Location: Remote (Must work in EST time zone – Florida-based business)
Pay: $6/hour
Schedule: Part-time, flexible hours 

About Us
We are a luxury hair and makeup styling business specializing in weddings and special events across Florida. We pride ourselves on exceptional client experience, organization, and seamless collaboration with vendors to create stress-free wedding days.

Position Overview
We are seeking a reliable, detail-oriented Virtual Assistant to support our wedding hair and makeup operations. This role focuses on client communication, scheduling, and administrative coordination. Experience in the wedding or beauty industry is a plus but not required.

Key Responsibilities:
-Respond to client emails in a timely and professional manner
-Conduct phone consultations with potential and existing clients
-Manage inquiries, contracts, invoices, and workflows using 17hats
-Create detailed wedding day timelines for hair and makeup services
-Communicate clearly with clients before, during, and after booking
-Collaborate with other wedding vendors (planners, photographers, venues, etc.)
-Assist clients with questions, changes, and general support
-Request and collect client reviews after services are completed
-Maintain organized client records and notes

Requirements:
-Excellent written and verbal English communication skills
-Comfortable speaking with clients over the phone
-Strong organizational and time-management skills
-Tech-savvy and willing to learn (experience with 17hats is a plus)
-Ability to work independently and follow systems
-Must be available to work within EST (Florida) time zone

Nice to Have:
-Experience in the wedding, beauty, or event industry
-Previous virtual assistant or customer service experience
-Familiarity with CRM or automation tools

Why Join Us?
-Flexible, remote work
-Supportive and creative environment
-Opportunity to grow with an established beauty business

How to Apply
Please send a brief introduction about yourself, your relevant experience, and your availability. If you have experience with 17hats or weddings, please mention it.",
Virtual Assistant / YouTube Channel Manager,https://www.upwork.com/jobs/~022018527132252021829,"We’re looking for a Virtual Assistant / Channel Manager to help manage a Reaction YouTube Channel. This a great fit for some one who is looking for a new full time position. 

Responsibilities:
- Managing work and making sure its delivered on time by other freelancers and quality control.
- Publishing YouTube videos (titles, descriptions, monetisation, scheduling)
- Super Basic video editing in Adobe Premiere Pro (subtitling, cropping)
- Super Basic Photoshop work (editing a thumbnail template by changing text and swapping images.)
- Using Gemini to create images.

Requirements:
- Strong English communication
- Experience in YouTube industry
- Adobe Premiere Pro (basic level is fine)
- Adobe Photoshop (template-level edits only)
- Comfortable using AI tools (Gemini, image generation, etc.)
- Highly organised and responsive

When applying, please create a short loom video explaining:
- All experience working with YouTube channels / teams.
- Your experience with Premiere Pro & Photoshop.
- Why you would be a good fit on this team.
- Your timezone & availability.

Note: you do not need to show your face in the Loom video.",
Virtual Assistant for Real Estate Company,https://www.upwork.com/jobs/~022018523907793949144,"We are seeking a virtual assistant to support our real estate investing company. 
The ideal candidate will have experience in handling administrative tasks, including small bookkeeping, marketing properties, and organizing communications with buyers. A knowledge of real estate is a plus. Will be trained 1 on 1 for specific tasks.
-Must be FLUENT in English
-In need of American ancient 
-Paid weekly
-Slack communication
-Able to use VPN to log into facebook
-Familiar with google sheets/excel",
VA - Graphic Design & Listing,https://www.upwork.com/jobs/~022018522545314541057,"Virtual Assistant for AI Images, Canva Mockups & Etsy Listings (3–5 hrs/day)

Tasks include:
- Generate AI images 
- Create Canva designs and mockups
- Upload and optimize Etsy listings (title, tags, description)
- Follow SOPs and complete tasks without supervision
- Use creativity when needed

Requirements:
- Canva Pro 
- Basic Etsy listing experience preferred but not mandatory 
- Strong English reading comprehension
- Reliable daily availability

Pay: $3 per hour
3–5 hours per day

Long-term role for the right person

“Put MOCKUP in the subject line” so i know you read and understand the role",
Executive Assistant Positions at City Shift Finance,https://www.upwork.com/jobs/~022018517363308171736,"City Shift Finance is seeking to hire two skilled Executive Assistants to support our executive team. The ideal candidates will be responsible for managing schedules, coordinating meetings, and facilitating effective communication within the organization. Strong organizational, time management, and interpersonal skills are essential. We are looking for proactive individuals who can handle multiple tasks efficiently and maintain confidentiality. If you have experience in administrative support and a passion for finance, we would love to hear from you!",
Complete setup for ghl agency and my sub account,https://www.upwork.com/jobs/~022018512032941682177,Iwe are a husband and wife new startup functional medicine practice. we want to start generating leads and automations. we have a snapshot but are having trouble with a2p and just want to make sure everything is set up without mistakes and set up for future growth.,
experienced n8n automation developer to build a workflow that collects processes free public data,https://www.upwork.com/jobs/~022018511674796673925,"Build an n8n workflow that collects US public data (construction permits, new business registrations) using only free sources. Handle pagination, deduping, normalization, and export to Google Sheets/CSV. No paid APIs. Must document sources and logic.Explain how you would handle pagination in n8n.",
"Airtable, H^n8n^H,make.com expert needed",https://www.upwork.com/jobs/~022018476495357086597,"Looking for someone who understands business as a whole to help me automate few property management related tasks/features using Airtable, make/zapier.com and some voice AI tool(s)",
GHL + Base44 full sync,https://www.upwork.com/jobs/~022018466451088806360,"Hi there, right now my client needs a very big project build for a franchisee and patient portal for his teleheath business.

What I don't have time for is syncing his GHL to Base44/debuggin the web hooks/integrations that are preventing full migration of data (it shows names and email, but not notes, appointments, and tasks from GHL)

I'm looking to have significant progress on this done by Thursday, please let me know if you can help.",
Migrate Zapier programs to N8N,https://www.upwork.com/jobs/~022018462346374122779,"I am looking to move away from Zapier and into N8N hosted on Railway. I have already set up N8N, but some of the integrations and finding 1:1 triggers are complicated, and I need help. The current stack in Zapier we use is:

Airtable 3.7.0
ChatGPT (OpenAI) 2.39.0
ConvertAPI 2.3.3
Discord 2.0.0
Gmail 1.1.12
Google Calendar 1.10.0
Google Docs 1.2.4
Harvest 1.0.14
google sheets
Jira cloud

I have about 14 zaps. Most are quite straight forward, some use javascript and custom webhook GET/POST. Some use branching logic, but not all. I will help to prioritize them.",
Ai automation engineer,https://www.upwork.com/jobs/~022018452876265853400,"Job Title
AI Automation Engineer (Retell, n8n, Selenium/Playwright, Supabase)

Overview
We’re hiring an AI Automation Engineer to replace a core team member and take ownership of production-grade automation and AI systems. This is a hands-on role focused on building, maintaining, and scaling real workflows—not experiments or QA test suites.

Responsibilities
- Build and maintain AI agents and voice/chat systems using Retell
- Design, operate, and scale complex automations using n8n
- Rapidly prototype and ship internal tools using Lovable
- Build and manage backend services, databases, and auth using Supabase
- Develop and maintain headless browser automations using Selenium or Playwright (non-testing use cases)
- Deploy and manage automation infrastructure on cloud VMs / Droplets

Requirements
- Proven hands-on experience with Retell, n8n, Lovable, and Supabase
- Experience with Selenium or Playwright beyond QA testing
- Strong understanding of APIs, webhooks, and async workflows
- Experience deploying and running production systems on cloud VMs
- Ability to work independently and own systems end-to-end

Nice to Have
- Experience with AI agents, LLM orchestration, or voice AI
- Startup or fast-paced environment experience

Notes
This role requires ownership, judgment, and the ability to ship and maintain production systems. If your background is limited to QA automation or test scripting, this role is not a fit.",
H^N8N^H Render Specialist Needed for Self-Hosted Configuration,https://www.upwork.com/jobs/~022018450489338497925,"We are seeking an experienced Render specialist to assist in re-configuring a self-hosted version of H^N8N^H which is currently hosted on Render. 

The ideal candidate will have a strong understanding of Render and experience with self hosted H^N8N^H configurations. 

1. Review existing setup and environment
2. Optimise so that H^N8N^H preserves credentials and community nodes
3. Configure slack alert system for any errors

You will be responsible for checking and optimising the environment, ensuring proper integrations, and optimizing the H^N8N^H workflow functionalities. 

If you have a knack for problem-solving. are a Render ninja, and a passion for H^N8N^H automation, we'd love to hear from you!",
n8n Automation Engineer,https://www.upwork.com/jobs/~022018434608919219077,"About Us
We're a growing AI automation company helping businesses streamline their operations through intelligent workflow solutions. We're looking for an experienced n8n automation engineer to join our team and build sophisticated automations for our clients.
What We're Looking For
We need someone who can architect and build complex, production-ready n8n workflows that integrate multiple systems, handle edge cases gracefully, and deliver measurable ROI for our clients. Clear, proactive communication is essential—you'll need to explain technical concepts to non-technical stakeholders and keep both our team and clients updated on progress, challenges, and solutions.
Required Experience
n8n Expertise:

Proven track record building multi-step REST API integrations in n8n
Strong proficiency with Function nodes and JavaScript within the n8n environment
Experience creating workflows that are well-documented and maintainable by technical teams
Ability to integrate services without native n8n nodes using custom API calls and webhooks

Application Questions
To help us understand your experience, please address the following in your proposal:

Describe a multi-step REST API automation you've built. Walk us through the problem it solved, the APIs involved, and how you structured the workflow.
What's the most complex n8n workflow you've ever built? What made it complex, and how did you approach breaking down the problem?
Share your most impactful workflow. What automation saves your clients the most time or eliminates the most manual steps? Quantify the impact if possible.
How do you integrate services without native n8n nodes? Describe your step-by-step process for API research, authentication, and implementation.
How do you ensure workflow maintainability? What practices do you follow to make your workflows easy to understand and modify by other team members?
Include 3-4 screenshots of workflows you've built showing both simple and complex implementations.

Bonus Experience (Not Required, But Highly Valued)
We'd love to hear if you have experience with any of the following:

Salesforce integration: API integration, custom object and field mapping
AI/ML implementations: Vector databases, semantic search, local LLM deployment (Ollama), AI model comparison testing (Anthropic vs other providers)
Data extraction: PDF parsing, email parsing and data extraction
Production-ready workflows: Error handling for AI responses (timeouts, rate limits, malformed outputs), security infrastructure setup
Legal tech: Litify experience (legal case management on Salesforce)

How to Apply
Please submit a proposal that includes:

Answers to all six application questions above
3-4 workflow screenshots
Your hourly rate or project rate structure
Your availability and estimated response time

We're excited to see what you've built and look forward to reviewing your application!",
"H^n8n^H Automation Expert: Klaviyo, HubSpot & Superchat Sync",https://www.upwork.com/jobs/~022018416834268918553,"Project Overview
We are looking for an expert in H^n8n^H to build a complex integration workflow. The goal is to ensure a seamless data flow where Phone Numbers serve as the primary identifier across all platforms. We need to prevent data conflicts, ensure compliance (opt-outs), and strictly define ""Source of Truth"" rules between our tools.

The Workflow We Need
The integration must handle the full lifecycle of a lead from capture to conversation.

1. Lead Ingestion (Klaviyo → HubSpot)
Trigger: User submits a specific form in Klaviyo.

Action: The data must instantly flow into HubSpot.

Logic:

Check for existing contacts in HubSpot using Email AND Phone Number.

If the contact exists, update the record (do not create a duplicate).

If new, create the contact with the correct lifecycle stage (e.g., MQL).

2. The Sync Engine (HubSpot ↔ Superchat)
Based on our specific architectural requirements:

Creation Rule: When a qualified lead lands in HubSpot (from Klaviyo or Inbound), they must automatically be pushed to Superchat so conversations can begin immediately.

Reverse Rule: When a WhatsApp chat starts in Superchat, a corresponding contact must exist in HubSpot—no exceptions.

Identifier: The Phone Number is the strict unique identifier. The workflow must normalize phone formats across all tools to prevent mismatching.

3. Source of Truth & Business Logic
HubSpot is the Brain: HubSpot controls the CRM logic (Contact Owner, Lifecycle Stage).

Superchat is the Mouth: Superchat controls chat behavior and engagement data.

Owner Sync: If the Contact Owner changes in HubSpot, it must update in Superchat. However, owner changes in Superchat should NOT overwrite HubSpot.

Visibility: Chat activity/URLs must be logged in HubSpot (either as a property or activity note) without moving the actual conversation out of Superchat.

4. Compliance & Data Hygiene
Opt-Outs: A ""Block/Unsubscribe"" action in any platform (Klaviyo, HubSpot, or Superchat) must propagate to all others immediately to ensure GDPR/Compliance.

Duplicate Handling: You must design the logic for edge cases (e.g., if two HubSpot contacts share one phone number, define which one syncs to Superchat—based on Recency or Active Lifecycle Stage).",
"Integration Expert Needed for Vapi AI, Twilio & N8N",https://www.upwork.com/jobs/~022018402624226224621,"We are seeking an experienced developer to integrate Vapi AI with Twilio and N8N. The ideal candidate will have a deep understanding of API integrations and experience with automation tools. Your role will involve creating seamless workflows that leverage the capabilities of all three platforms to enhance communication and automation. If you have a passion for improving tech ecosystems and possess problem-solving skills, we would love to hear from you!",
Paralegal + virtual assistant,https://www.upwork.com/jobs/~022018553498281994733,"Looking for someone to help with different tasks across Zoho, Notion AI, and other tools. 

- Draft legal documents
- Design presentations
- Perform research
- Create a data investor room
- Design the architecture of folders

Looking for someone AI oriented to do CRM, documentation, and others",
Virtual Assistant Needed for a Growing Home Cleaning Business,https://www.upwork.com/jobs/~022018551547441778984,"Hi I'm Adam the founder of a cleaning company that helps people with injuries get their homes cleaned.

I need a Virtual Assistant to help me with all the admin related tasks so that we can offer the best support to our clients. 

**Job Summary:**

We are looking for a dedicated virtual assistant to help manage the administrative functions of our cleaning company. In this role, you will be essential in organising schedules, coordinating appointments with clients, responding to customer inquiries and ensuring our records are up to date. 

**Key Responsibilities:**

- Supporting daily operations, admin and client management
- Schedule and coordinate client cleaning services
- Address customer inquiries in a timely and professional manner
- Maintain and update records and documentation

**Qualifications:**

- Strong organisational and multitasking abilities
- Proactive mindset with a focus on efficiency
- Previous experience in customer service is preferred

If you are passionate about enhancing operations and providing outstanding service to clients, we invite you to apply and become a vital part of our team!

Thank you so much and looking forward to working with you. 

Cheers,

Adam",
Finance Broker H^Virtual^H Assistant Needed,https://www.upwork.com/jobs/~022018543022059878471,"We are seeking a detail-oriented Finance Broker H^Virtual^H Assistant to support our team with various administrative tasks. Your primary responsibilities will include organizing emails, renaming files for easy access, and preparing essential documents. The ideal candidate should have experience in finance-related tasks and possess strong organizational skills. If you are proactive, tech-savvy, and can handle multiple tasks efficiently, we would love to hear from you!",
"Virtual Assistant – Systems, Content & Digital Products (AI-Savvy)",https://www.upwork.com/jobs/~022018542706706518032,"Hours: 10–15 hrs/week (part-time, long-term potential)
Location: Remote
Type: Ongoing contract

Overview
I’m looking for a highly organized, tech-savvy virtual assistant to support my real estate & design brand, Investing x Design.
This is not a basic admin role. You’ll be helping me build systems, organize content, create digital products, and support marketing funnels.
If you love turning chaos into clean workflows and can work independently, keep reading.

Core Responsibilities
- Systems & Organization
- Create and document SOPs
- Organize Google Drive + Notion workspaces
- Improve workflows (not just follow instructions)


Content Support & Repurposing
- Organize raw video content by project or platform
- Pull clips, screenshots, and visuals from video content
- Repurpose content into carousels and supporting assets


Design & Visual Assets
- Create simple, clean carousels in Canva
- Edit photos (Snapseed preferred, but flexible)


Digital Products & Lead Magnets
- Help build spreadsheets, trackers, checklists, and templates
- Format digital products for clarity and usability


Email Funnels
- Assist with email sequences and funnels (Flodesk preferred)
- Organize lead magnets and delivery workflows


AI-Assisted Work
- Use ChatGPT to speed up SOPs, documentation, and content workflows



Required Skills
- Google Workspace (Docs, Sheets, Drive)
- Canva
- Notion
- Spreadsheets (Google Sheets / Excel)
- ChatGPT (prompting + iteration)
- Strong organization & attention to detail


Nice to Have
- Flodesk
- Snapseed
- Content repurposing experience
- Interest in real estate, design, or digital products


You’re a Good Fit If You
- Work independently without constant direction
- Think in systems and workflows
- Are proactive and detail-oriented
- Enjoy building processes from scratch
- Are comfortable using AI to move faster


How to Apply
- Please include:
- Your experience with systems, content, or digital products
- Tools you’re strongest in
- One example of a system, SOP, or organized workflow you’ve worked on (can be simple)


Bonus: Tell me how you use ChatGPT in your daily work",
VA for LinkedIn Lead Generation,https://www.upwork.com/jobs/~022018535948701690349,"We are looking for a Virtual Assistant to help with LinkedIn lead generation. The tasks include finding targeted prospects, sending connection requests, managing follow-ups, and keeping lead records organized. The ideal candidate should have experience with LinkedIn outreach, good communication skills, and strong attention to detail. This is a simple, ongoing task for the right person.",
Sales Automation Expert Needed for n8n Workflows,https://www.upwork.com/jobs/~022018585038214565904,"We are looking for an experienced automation specialist to create two sales automation workflows using n8n: one for LinkedIn outreach and another for email outreach. 

The ideal candidate will have a proven track record in developing effective automation processes that enhance lead generation and client engagement. We already have a basic workflow in place, so you don't have to start from scratch, just looking for an expert to optimise it.",
Complete setup for ghl agency and my sub account,https://www.upwork.com/jobs/~022018512032941682177,Iwe are a husband and wife new startup functional medicine practice. we want to start generating leads and automations. we have a snapshot but are having trouble with a2p and just want to make sure everything is set up without mistakes and set up for future growth.,
experienced n8n automation developer to build a workflow that collects processes free public data,https://www.upwork.com/jobs/~022018511674796673925,"Build an n8n workflow that collects US public data (construction permits, new business registrations) using only free sources. Handle pagination, deduping, normalization, and export to Google Sheets/CSV. No paid APIs. Must document sources and logic.Explain how you would handle pagination in n8n.",
"Airtable, H^n8n^H,make.com expert needed",https://www.upwork.com/jobs/~022018476495357086597,"Looking for someone who understands business as a whole to help me automate few property management related tasks/features using Airtable, make/zapier.com and some voice AI tool(s)",
GHL + Base44 full sync,https://www.upwork.com/jobs/~022018466451088806360,"Hi there, right now my client needs a very big project build for a franchisee and patient portal for his teleheath business.

What I don't have time for is syncing his GHL to Base44/debuggin the web hooks/integrations that are preventing full migration of data (it shows names and email, but not notes, appointments, and tasks from GHL)

I'm looking to have significant progress on this done by Thursday, please let me know if you can help.",
Migrate Zapier programs to N8N,https://www.upwork.com/jobs/~022018462346374122779,"I am looking to move away from Zapier and into N8N hosted on Railway. I have already set up N8N, but some of the integrations and finding 1:1 triggers are complicated, and I need help. The current stack in Zapier we use is:

Airtable 3.7.0
ChatGPT (OpenAI) 2.39.0
ConvertAPI 2.3.3
Discord 2.0.0
Gmail 1.1.12
Google Calendar 1.10.0
Google Docs 1.2.4
Harvest 1.0.14
google sheets
Jira cloud

I have about 14 zaps. Most are quite straight forward, some use javascript and custom webhook GET/POST. Some use branching logic, but not all. I will help to prioritize them.",
Ai automation engineer,https://www.upwork.com/jobs/~022018452876265853400,"Job Title
AI Automation Engineer (Retell, n8n, Selenium/Playwright, Supabase)

Overview
We’re hiring an AI Automation Engineer to replace a core team member and take ownership of production-grade automation and AI systems. This is a hands-on role focused on building, maintaining, and scaling real workflows—not experiments or QA test suites.

Responsibilities
- Build and maintain AI agents and voice/chat systems using Retell
- Design, operate, and scale complex automations using n8n
- Rapidly prototype and ship internal tools using Lovable
- Build and manage backend services, databases, and auth using Supabase
- Develop and maintain headless browser automations using Selenium or Playwright (non-testing use cases)
- Deploy and manage automation infrastructure on cloud VMs / Droplets

Requirements
- Proven hands-on experience with Retell, n8n, Lovable, and Supabase
- Experience with Selenium or Playwright beyond QA testing
- Strong understanding of APIs, webhooks, and async workflows
- Experience deploying and running production systems on cloud VMs
- Ability to work independently and own systems end-to-end

Nice to Have
- Experience with AI agents, LLM orchestration, or voice AI
- Startup or fast-paced environment experience

Notes
This role requires ownership, judgment, and the ability to ship and maintain production systems. If your background is limited to QA automation or test scripting, this role is not a fit.",
H^N8N^H Render Specialist Needed for Self-Hosted Configuration,https://www.upwork.com/jobs/~022018450489338497925,"We are seeking an experienced Render specialist to assist in re-configuring a self-hosted version of H^N8N^H which is currently hosted on Render. 

The ideal candidate will have a strong understanding of Render and experience with self hosted H^N8N^H configurations. 

1. Review existing setup and environment
2. Optimise so that H^N8N^H preserves credentials and community nodes
3. Configure slack alert system for any errors

You will be responsible for checking and optimising the environment, ensuring proper integrations, and optimizing the H^N8N^H workflow functionalities. 

If you have a knack for problem-solving. are a Render ninja, and a passion for H^N8N^H automation, we'd love to hear from you!",
n8n Automation Engineer,https://www.upwork.com/jobs/~022018434608919219077,"About Us
We're a growing AI automation company helping businesses streamline their operations through intelligent workflow solutions. We're looking for an experienced n8n automation engineer to join our team and build sophisticated automations for our clients.
What We're Looking For
We need someone who can architect and build complex, production-ready n8n workflows that integrate multiple systems, handle edge cases gracefully, and deliver measurable ROI for our clients. Clear, proactive communication is essential—you'll need to explain technical concepts to non-technical stakeholders and keep both our team and clients updated on progress, challenges, and solutions.
Required Experience
n8n Expertise:

Proven track record building multi-step REST API integrations in n8n
Strong proficiency with Function nodes and JavaScript within the n8n environment
Experience creating workflows that are well-documented and maintainable by technical teams
Ability to integrate services without native n8n nodes using custom API calls and webhooks

Application Questions
To help us understand your experience, please address the following in your proposal:

Describe a multi-step REST API automation you've built. Walk us through the problem it solved, the APIs involved, and how you structured the workflow.
What's the most complex n8n workflow you've ever built? What made it complex, and how did you approach breaking down the problem?
Share your most impactful workflow. What automation saves your clients the most time or eliminates the most manual steps? Quantify the impact if possible.
How do you integrate services without native n8n nodes? Describe your step-by-step process for API research, authentication, and implementation.
How do you ensure workflow maintainability? What practices do you follow to make your workflows easy to understand and modify by other team members?
Include 3-4 screenshots of workflows you've built showing both simple and complex implementations.

Bonus Experience (Not Required, But Highly Valued)
We'd love to hear if you have experience with any of the following:

Salesforce integration: API integration, custom object and field mapping
AI/ML implementations: Vector databases, semantic search, local LLM deployment (Ollama), AI model comparison testing (Anthropic vs other providers)
Data extraction: PDF parsing, email parsing and data extraction
Production-ready workflows: Error handling for AI responses (timeouts, rate limits, malformed outputs), security infrastructure setup
Legal tech: Litify experience (legal case management on Salesforce)

How to Apply
Please submit a proposal that includes:

Answers to all six application questions above
3-4 workflow screenshots
Your hourly rate or project rate structure
Your availability and estimated response time

We're excited to see what you've built and look forward to reviewing your application!",
"H^n8n^H Automation Expert: Klaviyo, HubSpot & Superchat Sync",https://www.upwork.com/jobs/~022018416834268918553,"Project Overview
We are looking for an expert in H^n8n^H to build a complex integration workflow. The goal is to ensure a seamless data flow where Phone Numbers serve as the primary identifier across all platforms. We need to prevent data conflicts, ensure compliance (opt-outs), and strictly define ""Source of Truth"" rules between our tools.

The Workflow We Need
The integration must handle the full lifecycle of a lead from capture to conversation.

1. Lead Ingestion (Klaviyo → HubSpot)
Trigger: User submits a specific form in Klaviyo.

Action: The data must instantly flow into HubSpot.

Logic:

Check for existing contacts in HubSpot using Email AND Phone Number.

If the contact exists, update the record (do not create a duplicate).

If new, create the contact with the correct lifecycle stage (e.g., MQL).

2. The Sync Engine (HubSpot ↔ Superchat)
Based on our specific architectural requirements:

Creation Rule: When a qualified lead lands in HubSpot (from Klaviyo or Inbound), they must automatically be pushed to Superchat so conversations can begin immediately.

Reverse Rule: When a WhatsApp chat starts in Superchat, a corresponding contact must exist in HubSpot—no exceptions.

Identifier: The Phone Number is the strict unique identifier. The workflow must normalize phone formats across all tools to prevent mismatching.

3. Source of Truth & Business Logic
HubSpot is the Brain: HubSpot controls the CRM logic (Contact Owner, Lifecycle Stage).

Superchat is the Mouth: Superchat controls chat behavior and engagement data.

Owner Sync: If the Contact Owner changes in HubSpot, it must update in Superchat. However, owner changes in Superchat should NOT overwrite HubSpot.

Visibility: Chat activity/URLs must be logged in HubSpot (either as a property or activity note) without moving the actual conversation out of Superchat.

4. Compliance & Data Hygiene
Opt-Outs: A ""Block/Unsubscribe"" action in any platform (Klaviyo, HubSpot, or Superchat) must propagate to all others immediately to ensure GDPR/Compliance.

Duplicate Handling: You must design the logic for edge cases (e.g., if two HubSpot contacts share one phone number, define which one syncs to Superchat—based on Recency or Active Lifecycle Stage).",
